query_id,rtree_us,brute_us,hits,denom,recall
0,112,32,10,10,1
1,103,31,10,10,1
2,101,30,10,10,1
3,101,30,10,10,1
4,101,31,10,10,1
5,102,30,10,10,1
6,100,30,10,10,1
28,104,30,10,10,1
29,101,30,10,10,1
30,101,31,10,10,1
31,101,30,10,10,1
32,101,30,10,10,1
33,100,30,10,10,1
34,101,30,10,10,1
